iter	Logloss
146	0.6563253701
147	0.6562997373
148	0.6560217973
149	0.6560043613
150	0.6559545687
151	0.6557388979
152	0.6555580884
153	0.6554979766
154	0.6552228483
155	0.6547487821
156	0.6546950357
157	0.6543989345
158	0.6543927632
159	0.6543030644
160	0.6541588226
161	0.6538467781
162	0.653837592
163	0.6536210651
164	0.6535338665
165	0.6534364175
166	0.6534020646
167	0.6533723876
168	0.6532505358
169	0.6529386112
170	0.6529352454
171	0.6526829035
172	0.6524755644
173	0.6524336576
174	0.6523327304
175	0.6522921904
176	0.6522921861
177	0.6522565853
178	0.6522431108
179	0.6521131107
180	0.6519627381
181	0.6519223584
182	0.6518978511
183	0.65188901
184	0.6517631312
185	0.6512231768
186	0.6512203049
187	0.6512203045
188	0.6511182083
189	0.6510405681
190	0.6509109748
191	0.6507469597
192	0.6507469589
193	0.650657298
194	0.6504757954
195	0.650475795
196	0.6504757824
197	0.650386045
198	0.6503691993
199	0.6502283349
200	0.6501241311
201	0.6501233421
202	0.650015197
203	0.650010831
204	0.649973249
205	0.6497087356
206	0.6497005892
207	0.6496920801
208	0.6496793831
209	0.6496374227
210	0.6496368754
211	0.6495501224
212	0.6495212733
213	0.6494066702
214	0.6493975588
215	0.6493975584
216	0.6493013153
217	0.6491878819
218	0.6491878787
219	0.6491878728
220	0.6491878712
221	0.6491878707
222	0.6490957104
223	0.6490957096
224	0.6490702202
225	0.6490353921
226	0.649004953
227	0.6489872073
228	0.6485944468
229	0.648579861
230	0.6485727823
231	0.648367902
232	0.6483581696
233	0.6478559053
234	0.647743439
235	0.6474627024
236	0.6474384812
237	0.6474243163
238	0.6474243123
239	0.6472552732
240	0.6471855879
241	0.6470394907
242	0.6470228982
243	0.6467556766
244	0.6467422953
245	0.6466583867
246	0.6465868391
247	0.6465710251
248	0.6462316659
249	0.6461436078
250	0.6461322516
251	0.6461188028
252	0.6461149953
253	0.6458110404
254	0.6456569304
255	0.6455108183
256	0.6455077774
257	0.6454031476
258	0.6452314155
259	0.6451916022
260	0.6449266142
261	0.6448408101
262	0.6448408082
263	0.6446967825
264	0.6446889642
265	0.6446889434
266	0.6444669321
267	0.6444297839
268	0.6442722909
269	0.6440749827
270	0.6439789902
271	0.6439585651
272	0.6438476094
273	0.6438334027
274	0.6438330943
275	0.643730506
276	0.6436700256
277	0.6436700224
278	0.6436700222
279	0.643648959
280	0.6435538211
281	0.6432579241
282	0.6427473542
283	0.6425651212
284	0.6421740878
285	0.641865994
286	0.6417488509
287	0.6417488505
288	0.6417394564
289	0.6417385626
290	0.6416674348
291	0.6416268512
292	0.6413492798
293	0.6412731705
294	0.6412419381
295	0.6409796395
296	0.6408677568
297	0.6407449864
298	0.6407433046
299	0.6405597213
300	0.6404643727
301	0.6404643704
302	0.6404033443
303	0.6403491251
304	0.6403491236
305	0.6403484844
306	0.6401305509
307	0.6400380841
308	0.6400380841
309	0.6399708126
310	0.6397818591
311	0.6397755763
312	0.6397083924
313	0.6396991247
314	0.6396980715
315	0.6393591237
316	0.6392843953
317	0.638728565
318	0.6387242785
319	0.6387242754
320	0.6386649172
321	0.6383386874
322	0.6382129604
323	0.6380738541
324	0.6379844482
325	0.6379825389
326	0.6379665268
327	0.6378842473
328	0.637783273
329	0.6377832724
330	0.637731744
331	0.6376108513
332	0.6375272831
333	0.6374609478
334	0.6374552688
335	0.6371617196
336	0.6371356339
337	0.6370751591
338	0.6370371467
339	0.6369115726
340	0.636884748
341	0.6368847467
342	0.6365863386
343	0.6363320565
344	0.6363195332
345	0.63625371
346	0.636181143
347	0.6361811423
348	0.6361788953
349	0.6360725466
350	0.636065937
351	0.6360591452
352	0.6360553619
353	0.6360174429
354	0.6359385549
355	0.6357286184
356	0.6357286164
357	0.6353381292
358	0.6353381288
359	0.635332358
360	0.6349757522
361	0.6348227034
362	0.6348227027
363	0.6348158108
364	0.6347389211
365	0.6345407229
366	0.6345163338
367	0.6345163327
368	0.6345125764
369	0.6344715609
370	0.6344715585
371	0.6343758619
372	0.633994634
373	0.6339877908
374	0.6339877902
375	0.6339847308
376	0.633984435
377	0.6339647392
378	0.6338437283
379	0.6337327938
380	0.6337314839
381	0.6336591726
382	0.633497405
383	0.6334974047
384	0.6334524741
385	0.6333625744
386	0.633362571
387	0.6331328375
388	0.6331328371
389	0.633109453
390	0.6331094491
391	0.6331094464
392	0.6330615817
393	0.6328038704
394	0.6325236979
395	0.6323231513
396	0.6323231479
397	0.6323189606
398	0.6323175656
399	0.6323175655
400	0.6322485524
401	0.6319277941
402	0.6318301724
403	0.631828844
404	0.631731195
405	0.6317311941
406	0.6317311908
407	0.6317271844
408	0.6315592145
409	0.6314684711
410	0.6311933601
411	0.6311822697
412	0.6311706835
413	0.6310791491
414	0.6309132071
415	0.6308999202
416	0.6308689651
417	0.6308602932
418	0.6307516399
419	0.6303943295
420	0.6301744511
421	0.6297713982
422	0.6297713951
423	0.6296230347
424	0.6295274727
425	0.6294040272
426	0.6292353871
427	0.6292261843
428	0.6292261806
429	0.629226009
430	0.6292260083
431	0.629181098
432	0.6291129831
433	0.6290463534
434	0.6290378715
435	0.6290359176
436	0.6290359143
437	0.6290244846
438	0.6287876
439	0.6287438157
440	0.6286800208
441	0.6286799277
442	0.6282765343
443	0.6280025305
444	0.6279064426
445	0.6278506315
446	0.6277058598
447	0.6275644038
448	0.6275518995
449	0.6275233392
450	0.6274315267
451	0.6274315263
452	0.6274310054
453	0.6272310193
454	0.6271644087
455	0.6269311733
456	0.626656714
457	0.6264798448
458	0.6263182449
459	0.6263182447
460	0.6258112993
461	0.6255833989
462	0.6253749592
463	0.6252489725
464	0.6252249207
465	0.625120625
466	0.6250894454
467	0.6250501408
468	0.6250453681
469	0.6248458987
470	0.6246836789
471	0.6244171021
472	0.6241994219
473	0.6241086794
474	0.6240030008
475	0.6237703774
476	0.6234513886
477	0.6230411246
478	0.6228077466
479	0.6225535006
480	0.6225075199
481	0.6225075198
482	0.6225075198
483	0.6225003527
484	0.6221203425
485	0.6221203423
486	0.6220794206
487	0.6220576497
488	0.6218979487
489	0.6216877033
490	0.6215808068
491	0.6212343186
492	0.6212331582
493	0.6210975228
494	0.6209260088
495	0.6207730366
496	0.6205864165
497	0.6204283823
498	0.6202095254
499	0.6202095237
500	0.6201189407
501	0.6199836544
502	0.6199533887
503	0.6197545027
504	0.6196480095
505	0.6193402132
506	0.6191324721
507	0.6188699371
508	0.6186253228
509	0.6184103276
510	0.6181644631
511	0.6178052113
512	0.6177143909
513	0.6175376891
514	0.6173686831
515	0.6173686826
516	0.6173686821
517	0.6173092509
518	0.6170271979
519	0.6164376547
520	0.6162387487
521	0.6159825882
522	0.615891486
523	0.6158675881
524	0.6157655497
525	0.615360816
526	0.6151979502
527	0.6149094489
528	0.6146831287
529	0.6145461358
530	0.6145461357
531	0.6140525318
532	0.6138983228
533	0.6136648968
534	0.61355526
535	0.613447473
536	0.6132160827
537	0.6132088118
538	0.6128829753
539	0.6126191043
540	0.6124418671
541	0.6122863357
542	0.6120464451
543	0.6119423132
544	0.6117615504
545	0.611676199
546	0.6116761989
547	0.6113335034
548	0.6109409875
549	0.6107890862
550	0.6105876544
551	0.6104027711
552	0.6101319183
553	0.6097802118
554	0.6095482354
555	0.6094783174
556	0.6093030524
557	0.6089268019
558	0.608587252
559	0.6083497667
560	0.6082697015
561	0.6078396297
562	0.607589532
563	0.6072439852
564	0.6069991853
565	0.6066907211
566	0.6064610342
567	0.6061575543
568	0.6058691063
569	0.6057749049
570	0.6055079903
571	0.6053212423
572	0.6049471491
573	0.6047928808
574	0.6046162706
575	0.6042854912
576	0.6040777555
577	0.603875836
578	0.6035038899
579	0.6031686458
580	0.6028036475
581	0.6025015908
582	0.6022502137
583	0.6020946619
584	0.6020052314
585	0.6013883384
586	0.6009836639
587	0.6005927348
588	0.6003226608
589	0.6000876769
590	0.5997554869
591	0.5996511284
592	0.5995343714
593	0.5994417319
594	0.5991209711
595	0.5989720294
596	0.598729698
597	0.5982882332
598	0.5980269885
599	0.5973861134
600	0.5971517497
601	0.5969198441
602	0.5968224351
603	0.5966091221
604	0.5965498921
605	0.5962799179
606	0.595890476
607	0.5955091134
608	0.5952906094
609	0.5950080492
610	0.5947550233
611	0.5944931876
612	0.594111522
613	0.5939076985
614	0.5936372144
615	0.5933321231
616	0.5929353026
617	0.5926747256
618	0.5924187675
619	0.5922710957
620	0.5918078456
621	0.5915594323
622	0.5913304441
623	0.591075647
624	0.5908391628
625	0.5907696697
626	0.5905250105
627	0.5903055368
628	0.590123754
629	0.5899065561
630	0.5896875876
631	0.5893222805
632	0.5891469974
633	0.5889921774
634	0.5886931253
635	0.5883213883
636	0.5880025002
637	0.5877693448
638	0.5876097307
639	0.5873595536
640	0.5871664554
641	0.5868004405
642	0.5865206291
643	0.5861642383
644	0.5858860364
645	0.5857088522
646	0.585487746
647	0.585169664
648	0.5850215784
649	0.5846401339
650	0.5843919272
651	0.584119804
652	0.5838462745
653	0.5835488529
654	0.5832667122
655	0.5830446063
656	0.5827675816
657	0.5823144664
658	0.5820777754
659	0.5817929171
660	0.5816226916
661	0.5813387984
662	0.5810503443
663	0.5808606608
664	0.5805861671
665	0.5803937571
666	0.5801626259
667	0.5798092556
668	0.5795911606
669	0.5793016998
670	0.5791691008
671	0.578969435
672	0.5787764735
673	0.5786261309
674	0.5784402022
675	0.5781477246
676	0.5776963535
677	0.5775407231
678	0.576994923
679	0.5768027734
680	0.5765247468
681	0.5762692456
682	0.5760484042
683	0.5758062499
684	0.5756005306
685	0.5754671212
686	0.5751384523
687	0.5747842546
688	0.5743528786
689	0.573956801
690	0.5736482841
691	0.5733657847
692	0.5731084912
693	0.5728664129
694	0.5726598858
695	0.5723362575
696	0.5720382259
697	0.5717233529
698	0.5715971786
699	0.5712946063
700	0.5710101246
701	0.5706447235
702	0.5704096526
703	0.5702058726
704	0.570047243
705	0.5698518633
706	0.5696407098
707	0.5692990881
708	0.5688564131
709	0.5684914426
710	0.5681056637
711	0.5679971247
712	0.5678633638
713	0.5675203571
714	0.5673343135
715	0.5670375384
716	0.5668391143
717	0.5665097857
718	0.5661291219
719	0.5660135202
720	0.5656781296
721	0.5653920784
722	0.5651575052
723	0.5650624493
724	0.5647839249
725	0.5645187321
726	0.5642780313
727	0.5641272409
728	0.563829896
729	0.563678997
730	0.5634452986
731	0.5633036053
732	0.5629921331
733	0.5625601284
734	0.5623312859
735	0.562098825
736	0.5618678125
737	0.5616857945
738	0.5615625572
739	0.5612632492
740	0.5609493373
741	0.5608057538
742	0.5605234938
743	0.5602220864
744	0.5599255042
745	0.5598210256
746	0.5594006817
747	0.5587958372
748	0.5586329813
749	0.5582972827
750	0.5581101366
751	0.5579046615
752	0.5574682399
753	0.5568952845
754	0.5566788665
755	0.5563570012
756	0.5562198027
757	0.5561163959
758	0.5557406654
759	0.5551967097
760	0.5549576957
761	0.5547865271
762	0.5545295826
763	0.5543258837
764	0.5541770023
765	0.5537566951
766	0.5535527026
767	0.5533640393
768	0.5531930131
769	0.5529947306
770	0.552793845
771	0.5526097156
772	0.5525251258
773	0.5522460843
774	0.5521009071
775	0.5519845583
776	0.5516069737
777	0.5510960248
778	0.5508352816
779	0.5504479235
780	0.550128347
781	0.5499859689
782	0.5498495013
783	0.549774409
784	0.5496536488
785	0.5495243414
786	0.5493931932
787	0.5491337155
788	0.5487917123
789	0.5486245493
790	0.5484283128
791	0.5481016299
792	0.5479689733
793	0.5477688642
794	0.5475852824
795	0.5472729061
796	0.547017952
797	0.5468149779
798	0.5466713217
799	0.5463723985
800	0.5459736688
801	0.5457370743
802	0.5456146181
803	0.5453375815
804	0.5450624409
805	0.5449411302
806	0.5447784545
807	0.5446295602
808	0.544539873
809	0.5442249883
810	0.5440635003
811	0.5439376231
812	0.5435510657
813	0.5433655204
814	0.5431430454
815	0.5429745258
816	0.5426822257
817	0.5424174869
818	0.5422559337
819	0.5421262071
820	0.5418271834
821	0.5415313716
822	0.5412780131
823	0.5412024738
824	0.5410765146
825	0.5407740671
826	0.5404607957
827	0.5401571264
828	0.5398637444
829	0.5396770792
830	0.5395399953
831	0.5394165859
832	0.5393036177
833	0.5390789923
834	0.5389616701
835	0.538835402
836	0.5386197302
837	0.5384314309
838	0.5382515224
839	0.5379175899
840	0.5375319621
841	0.5372433172
842	0.537066982
843	0.5366848443
844	0.536571742
845	0.5364151707
846	0.5362751791
847	0.535925611
848	0.5357037467
849	0.5354409226
850	0.5350996196
851	0.5348353598
852	0.5346247929
853	0.5344128654
854	0.5341842465
855	0.5339584307
856	0.5336179814
857	0.5332992797
858	0.5331575019
859	0.5329724585
860	0.5326322239
861	0.5323338197
862	0.5319409995
863	0.5316962719
864	0.531587432
865	0.5312704679
866	0.5310243497
867	0.5308066361
868	0.5306167343
869	0.5303013446
870	0.5300137069
871	0.5298559817
872	0.5296823958
873	0.5292452418
874	0.5290696438
875	0.5287855109
876	0.5286028106
877	0.5283112676
878	0.5280247831
879	0.5278064902
880	0.5275176635
881	0.5273291386
882	0.5269911033
883	0.5267561892
884	0.5265883025
885	0.5262907933
886	0.5261776245
887	0.5261088719
888	0.5258853651
889	0.525447318
890	0.5253011333
891	0.5250740296
892	0.524905804
893	0.5244763595
894	0.5242645738
895	0.52398799
896	0.5237720691
897	0.5234485681
898	0.5232425139
899	0.5230729214
900	0.5227843128
901	0.5224160113
902	0.5221917318
903	0.5219352347
904	0.5217378114
905	0.5213934424
906	0.5210467695
907	0.5207228098
908	0.5204978274
909	0.520189894
910	0.5200760442
911	0.519874228
912	0.5197162456
913	0.5194234638
914	0.5191540928
915	0.5188039491
916	0.5186386917
917	0.5184899105
918	0.5182099321
919	0.5179228465
920	0.5175577903
921	0.5173008832
922	0.517079734
923	0.5169492483
924	0.5167092911
925	0.5165594285
926	0.5162732475
927	0.5161698755
928	0.5159310787
929	0.5156061254
930	0.5153957312
931	0.5153455954
932	0.5151997409
933	0.5149438619
934	0.5147156881
935	0.5146112402
936	0.5144409861
937	0.5141917377
938	0.5140071282
939	0.5138555185
940	0.5136122521
941	0.5133143324
942	0.5131503785
943	0.5130136351
944	0.5126380751
945	0.5123600031
946	0.5120980603
947	0.5116890111
948	0.5114454325
949	0.5111370212
950	0.5108487572
951	0.510529912
952	0.5103719735
953	0.5100961772
954	0.5099687409
955	0.5097442794
956	0.5094631554
957	0.5092503743
958	0.5090319018
959	0.508898838
960	0.5086243096
961	0.5084696426
962	0.5083389699
963	0.5082215597
964	0.5080775459
965	0.5078408258
966	0.5075390676
967	0.5073765457
968	0.5072842481
969	0.5071603243
970	0.5070659909
971	0.5069181389
972	0.5067994826
973	0.5064151514
974	0.5061835751
975	0.5059233095
976	0.5057080521
977	0.5055013915
978	0.505288807
979	0.5050087141
980	0.504795443
981	0.5045021831
982	0.5042722729
983	0.5041737201
984	0.5040505839
985	0.5038593689
986	0.5037101094
987	0.50359803
988	0.5033607218
989	0.503171634
990	0.5029885921
991	0.5028916405
992	0.5027467607
993	0.5025295901
994	0.502332179
995	0.5021098686
996	0.5019622146
997	0.5017781427
998	0.5015494846
999	0.501297262
